,support,itemsets,length
1078,1.0,"['Google-DNS_H', 'Baidu-ICMP_H']",2
1079,0.3333333333333333,"['ColoCrossing-ColoCrossing.Hosting.Service_M', 'Avast-Avast.Security_H']",2
1080,1.0,"['Apple-NetBIOS.Session.Service_H', 'Meta-Whatsapp_H']",2
1081,0.3333333333333333,"['tcp/5228_H', 'Box-Web_H']",2
1082,0.9666666666666668,"['Alibaba-DingTalk_H', 'Valve-Steam_H']",2
1083,1.0,"['PING_H', 'Valve-Steam_H']",2
1084,0.7,"['ESET-Eset.Service_M', 'DNS_H']",2
1085,0.9333333333333332,"['SNMP_H', 'tcp/34567_M']",2
1086,0.4666666666666667,"['Cisco-DNS_H', 'Alibaba-NetBIOS.Session.Service_H']",2
1087,0.4333333333333333,"['RSH_M', 'tcp/5223_H']",2
1088,0.5333333333333333,"['NTP_H', 'Intuit-Web_M']",2
1089,0.3,"['Medianova-CDN_L', 'Tencent-Other_H']",2
1090,0.5,"['Alibaba-Web_M', 'Imperva-Imperva.Cloud.WAF_M']",2
1091,0.4,"['Apple-Web_H', 'udp/5683_L']",2
1092,0.5333333333333333,"['SAP-HANA_L', 'tcp/30192_H']",2
1093,0.3333333333333333,"['Gigas-Gigas.Cloud_L', 'Oracle-Oracle.Cloud_H']",2
1094,0.8,"['Yandex-NetBIOS.Session.Service_M', 'Alibaba-Other_M']",2
1095,0.3666666666666666,"['Cloudflare-ICMP_L', 'Cloudflare-NTP_H']",2
1096,0.4333333333333333,"['tcp/4443_H', 'Ingenuity-Ingenuity.Cloud.Service_M']",2
1097,0.8666666666666667,"['AnyDesk-AnyDesk_H', 'Cisco-Web_H']",2
1098,0.4666666666666667,"['Performive-Performive.Cloud_L', 'SNMP_H']",2
1099,0.5,"['AnyDesk-AnyDesk_H', 'Apple-ICMP_H']",2
1100,0.5,"['GoDaddy-Web_M', 'BuiltIn-Meta-Whatsapp_H']",2
1101,0.6666666666666666,"['CDN77-CDN_H', 'Amazon-Web_M']",2
1102,0.7333333333333333,"['Cisco-Web_H', 'udp/6002_H']",2
1103,0.7,"['Cisco-NetBIOS.Session.Service_M', 'PING_H']",2
1104,0.4666666666666667,"['Intuit-Web_M', 'M247-M247.Hosting.Service_H']",2
1105,0.3333333333333333,"['Dropbox-NetBIOS.Session.Service_L', 'Sectigo-Sectigo_M']",2
1106,0.6333333333333333,"['Salesforce-NetBIOS.Session.Service_M', 'Naver-Line_H']",2
1107,0.3,"['IPFS-IPFS.Gateway_H', 'Alibaba-DingTalk_H']",2
1108,0.3333333333333333,"['mail.ru-Web_M', 'Sony-PlayStation.Network_H']",2
1109,0.5333333333333333,"['Zoho-NetBIOS.Session.Service_L', 'tcp/43133_M']",2
1110,0.5666666666666667,"['LinkedIn-Web_H', 'Cloudflare-Other_H']",2
1111,0.4333333333333333,"['OVHcloud-OVH.Telecom_M', 'Citrix-Web_H']",2
1112,0.3,"['tcp/6447_M', 'tcp/8080_H']",2
1113,0.4,"['Cisco-Webex_H', 'udp/50003_L']",2
1114,0.4,"['Microsoft-Web_H', 'Spotify-Spotify_M']",2
1115,0.4,"['tcp/21909_M', 'udp/25401_M']",2
1116,0.4333333333333333,"['tcp/39670_H', 'Sectigo-Sectigo_H']",2
1117,0.3,"['HubSpot-Web_M', 'tcp/8081_H']",2
1118,0.4333333333333333,"['Tencent-Other_H', 'Sectigo-Sectigo_H']",2
1119,0.4666666666666667,"['Nutanix-Nutanix.Cloud_M', 'Microsoft-Office365_H']",2
1120,1.0,"['Tencent-Other_H', 'tcp/8080_H']",2
1121,0.3,"['ByteDance-Lark_H', 'Quad9-Quad9.Standard.DNS_L']",2
1122,0.3666666666666666,"['Bunny.net-CDN_M', 'DHCP_H']",2
1123,0.5,"['BuiltIn-Meta-Whatsapp_H', 'tcp/51413_M']",2
1124,0.5666666666666667,"['DHCP_H', 'mail.ru-NetBIOS.Session.Service_L']",2
1125,0.6,"['CDN77-CDN_H', 'ADP-NetBIOS.Session.Service_L']",2
1126,0.4333333333333333,"['DNS-DoH_DoT_H', 'tcp/2323_L']",2
1127,0.3,"['SAMBA_H', 'Bitdefender-Web_H']",2
1128,0.4,"['DigiCert-OCSP_H', 'TRACEROUTE_M']",2
1129,1.0,"['Tencent-NetBIOS.Session.Service_H', 'Microsoft-Office365_H']",2
1130,0.3,"['SAMBA_M', 'SMB_H']",2
1131,0.9666666666666668,"['Google-DNS_H', 'Alibaba-DingTalk_H']",2
1132,0.5,"['Sectigo-Sectigo_M', 'DigitalOcean-DigitalOcean.Platform_H']",2
1133,0.5666666666666667,"['Cisco-Web_H', 'Dell-Web_M']",2
1134,1.0,"['Baidu-ICMP_H', 'Alibaba-NetBIOS.Session.Service_H']",2
1135,0.4666666666666667,"['Dell-NetBIOS.Session.Service_M', 'tcp/4460_H']",2
1136,0.9666666666666668,"['Apple-APNs_H', 'tcp/8181_H']",2
1137,0.4,"['Datadog-Datadog_H', 'TRACEROUTE_M']",2
1138,0.8,"['Datadog-Datadog_H', 'Netflix-Web_H']",2
1139,0.8666666666666667,"['Datadog-Datadog_H', 'Ingenuity-Ingenuity.Cloud.Service_M']",2
1140,0.3,"['FTP_L', 'Edgio-CDN_M']",2
1141,0.3666666666666666,"['Zoho-Web_M', 'CacheFly-CDN_M']",2
1142,0.7,"['SSH_M', 'Yandex-NetBIOS.Session.Service_M']",2
1143,0.3666666666666666,"['Yandex-NetBIOS.Session.Service_M', 'Performive-Performive.Cloud_M']",2
1144,0.9666666666666668,"['DNS-DoH_DoT_H', 'tcp/8080_H']",2
1145,0.3666666666666666,"['Datadog-Datadog_H', 'tcp/1443_M']",2
1146,0.9666666666666668,"['Apple-Web_H', 'tcp/5223_H']",2
1147,0.7333333333333333,"['Imperva-Imperva.Cloud.WAF_M', 'Akamai-CDN_H']",2
1148,0.3333333333333333,"['Tencent-VooV.Meeting_M', 'udp/138_M']",2
1149,0.4333333333333333,"['RSH_L', 'Meta-NetBIOS.Session.Service_M']",2
1150,1.0,"['tcp/853_H', 'tcp/8888_H']",2
1151,0.5666666666666667,"['tcp/853_H', 'udp/80_M']",2
1152,0.5,"['Twitter-NetBIOS.Session.Service_L', 'Avast-Avast.Security_H']",2
1153,0.5,"['Oracle-Oracle.Cloud_H', 'Malicious-Malicious.Server_M']",2
1154,0.3333333333333333,"['Kaspersky-Other_M', 'IKE_H']",2
1155,0.3,"['Fortinet-FortiSASE_L', 'udp/6881_H']",2
1156,0.3,"['udp/51400_L', 'INAP-INAP_H']",2
1157,0.3,"['Apple-ICMP_M', 'Baidu-ICMP_H']",2
1158,0.3,"['tcp/9200_L', 'INAP-INAP_H']",2
1159,0.3333333333333333,"['eBay-Web_M', 'Yandex-Web_H']",2
1160,0.3333333333333333,"['Zscaler-Zscaler.Cloud_M', 'Meta-NetBIOS.Session.Service_M']",2
1161,0.3333333333333333,"['VK-NetBIOS.Session.Service_L', 'tcp/51413_M']",2
1162,0.8333333333333334,"['Baidu-ICMP_H', 'X-WINDOWS_M']",2
1163,0.4666666666666667,"['tcp/43133_M', 'Cato-Cato.Cloud_L']",2
1164,0.3,"['Yahoo-Web_H', 'tcp/48252_M']",2
1165,0.5333333333333333,"['Cloudflare-DNS_H', 'Tencent-Web_H']",2
1166,0.3,"['Pinterest-Web_H', 'tcp/58899_M']",2
1167,0.5666666666666667,"['Meta-Whatsapp_H', 'DNS-Root.Name.Servers_H']",2
1168,0.3,"['Microsoft-Web_H', 'udp/46803_L']",2
1169,0.3666666666666666,"['Zoom.us-Zoom.Meeting_H', 'Dell-Web_M']",2
1170,0.7,"['Pinterest-Web_H', 'GlobalSign-OCSP_H']",2
1171,1.0,"['NTP_H', 'Tencent-Other_H']",2
1172,0.5666666666666667,"['ntp.org-NTP_H', 'Zscaler-Zscaler.Cloud_H']",2
1173,0.3666666666666666,"['8443_M', 'LinkedIn-Web_H']",2
1174,0.5666666666666667,"['CacheFly-CDN_M', 'Akamai-CDN_H']",2
1175,0.3666666666666666,"['udp/443_H', 'KERBEROS_L']",2
1176,0.4,"['CacheFly-CDN_H', 'Microsoft-Outlook_H']",2
1177,0.3666666666666666,"['SpaceX-Starlink_M', '8443_M']",2
1178,0.9,"['Citrix-Web_H', 'udp/25401_M']",2
1179,0.3333333333333333,"['Marketo-Web_M', 'Hosting-Bulletproof.Hosting_H']",2
1180,0.3,"['Oracle-Oracle.Cloud_H', 'tcp/58625_M']",2
1181,0.5333333333333333,"['Oracle-Oracle.Cloud_H', 'Atlassian-Atlassian.Notification_M']",2
1182,0.3333333333333333,"['Cato-Cato.Cloud_L', 'Salesforce-Web_M']",2
1183,0.4,"['Twitter-ICMP_H', 'Vultr-Vultr.Cloud_H']",2
1184,1.0,"['MMS_H', 'NIST-ITS_H']",2
1185,0.3,"['Zendesk-Zendesk.Suite_M', 'udp/49304_H']",2
1186,0.4,"['udp/54743_M', 'Apple-APNs_H']",2
1187,0.9666666666666668,"['Alibaba-Alibaba.Cloud_H', 'Alibaba-DingTalk_H']",2
1188,0.4666666666666667,"['HTTPS_H', 'tcp/21909_M']",2
1189,0.3,"['udp/12885_L', 'tcp/8080_H']",2
1190,0.9333333333333332,"['PING_H', 'SpaceX-Starlink_M']",2
1191,0.4,"['udp/6881_M', 'udp/8993_M']",2
1192,0.4,"['MMS_H', 'udp/6889_L']",2
1193,0.3333333333333333,"['TELNET_M', 'Twitter-NetBIOS.Session.Service_L']",2
1194,0.5,"['Adobe-Adobe.Sign_H', 'udp/64673_H']",2
1195,0.5333333333333333,"['Zoho-NetBIOS.Session.Service_L', 'Valve-Steam_H']",2
1196,0.4,"['udp/5683_L', 'Microsoft-Microsoft.Update_H']",2
1197,0.9666666666666668,"['Apple-Web_H', 'Alibaba-DingTalk_H']",2
1198,0.9,"['SpaceX-Starlink_M', 'tcp/8181_H']",2
1199,0.3333333333333333,"['tcp/4433_L', 'HTTP_H']",2
1200,0.3666666666666666,"['udp/49001_L', 'Hetzner-Hetzner.Hosting.Service_H']",2
1201,0.8666666666666667,"['udp/50084_H', 'Microsoft-Outlook_H']",2
1202,0.3333333333333333,"['Cisco-NetBIOS.Session.Service_M', 'Bitdefender-Web_M']",2
1203,0.3,"['CDN77-CDN_H', 'tcp/51400_M']",2
1204,0.8333333333333334,"['Apple-NetBIOS.Session.Service_H', 'udp/6002_H']",2
1205,0.7333333333333333,"['LinkedIn-Web_H', 'Sophos-Web_M']",2
1206,0.5,"['udp/51560_M', 'Microsoft-Office365_H']",2
1207,0.9666666666666668,"['NTP_H', 'Oracle-Oracle.Cloud_H']",2
1208,0.5666666666666667,"['Apple-NetBIOS.Session.Service_H', 'DNS-Root.Name.Servers_H']",2
1209,0.6666666666666666,"['Alibaba-Web_M', 'tcp/8080_H']",2
1210,0.4,"['Hosting-Bulletproof.Hosting_H', 'udp/50003_L']",2
1211,0.3,"['udp/51033_L', 'Datadog-Datadog_H']",2
1212,0.4,"['udp/64673_H', 'udp/8993_M']",2
1213,0.7,"['Microsoft-Web_H', 'ESET-Eset.Service_M']",2
1214,0.3333333333333333,"['mail.ru-Web_M', 'Microsoft-Office365_H']",2
1215,0.5666666666666667,"['CacheFly-CDN_M', 'DNS_H']",2
1216,0.3333333333333333,"['tcp/2323_L', 'udp/9803_M']",2
1217,0.4333333333333333,"['tcp/4443_H', 'Naver-Line_H']",2
1218,0.4666666666666667,"['tcp/5443_H', 'Microsoft-Microsoft.Update_H']",2
1219,0.3,"['GCore.Labs-CDN_M', 'Valve-Steam_H']",2
1220,0.4666666666666667,"['Edgio-CDN_M', 'mail.ru-NetBIOS.Session.Service_L']",2
1221,0.4,"['DNS-DoH_DoT_H', 'TRACEROUTE_M']",2
1222,0.5333333333333333,"['Blockchain-Crypto.Mining.Pool_H', 'Citrix-Web_H']",2
1223,0.5333333333333333,"['ESET-Eset.Service_M', 'tcp/18920_H']",2
1224,0.8,"['ServiceNow-NetBIOS.Session.Service_M', 'Dell-NetBIOS.Session.Service_M']",2
1225,0.6666666666666666,"['Zoho-Web_M', 'tcp/83_H']",2
1226,0.3666666666666666,"['Netflix-NetBIOS.Session.Service_L', 'Alibaba-NetBIOS.Session.Service_H']",2
1227,0.3,"['Apple-Web_H', 'tcp/2083_L']",2
1228,0.3,"['Kaspersky-Other_M', 'Yandex-NetBIOS.Session.Service_M']",2
1229,0.6666666666666666,"['Meta-Whatsapp_H', 'Dell-Web_M']",2
1230,0.3,"['tcp/7680_H', 'tcp/51033_M']",2
1231,0.6333333333333333,"['Dropbox-Web_H', 'Dell-Web_M']",2
1232,0.5333333333333333,"['Dropbox-NetBIOS.Session.Service_L', 'Tencent-Other_H']",2
1233,0.4666666666666667,"['Microsoft-Azure_L', 'tcp/8886_H']",2
1234,0.8333333333333334,"['Cloudflare-Web_H', 'X-WINDOWS_M']",2
1235,0.3,"['udp/51400_L', 'GlobalSign-OCSP_H']",2
1236,0.9666666666666668,"['DNS-DoH_DoT_H', 'tcp/8888_H']",2
1237,0.8333333333333334,"['ServiceNow-NetBIOS.Session.Service_M', 'SNMP_H']",2
1238,0.3333333333333333,"['mail.ru-Web_M', 'udp/25401_M']",2
1239,0.4,"['udp/51413_M', 'tcp/34567_M']",2
1240,0.3666666666666666,"['eBay-Web_M', 'Avast-Avast.Security_H']",2
1241,0.4333333333333333,"['Zscaler-Zscaler.Cloud_M', 'Alibaba-Alibaba.Cloud_H']",2
1242,0.6333333333333333,"['Cloudflare-CDN_H', 'udp/49304_H']",2
1243,0.3333333333333333,"['tcp/8888_H', 'ColoCrossing-ColoCrossing.Hosting.Service_M']",2
1244,0.7666666666666667,"['Netflix-Web_H', 'Adobe-Adobe.Experience.Cloud_H']",2
1245,0.3333333333333333,"['RSH_M', 'Sophos-Web_M']",2
1246,0.8333333333333334,"['ServiceNow-NetBIOS.Session.Service_M', 'Microsoft-NetBIOS.Session.Service_H']",2
1247,0.3333333333333333,"['Adobe-Web_H', 'tcp/4000_M']",2
1248,0.5666666666666667,"['Citrix-Web_H', 'udp/80_M']",2
1249,0.9,"['NTP_H', 'Adobe-Adobe.Sign_H']",2
1250,0.7,"['Zoho-Web_M', 'Akamai-Linode.Cloud_H']",2
1251,0.7333333333333333,"['tcp/8181_H', 'SSH_M']",2
1252,0.4,"['Cisco-Web_H', 'Box-Web_H']",2
1253,0.3,"['Intuit-Web_M', 'GoDaddy-Web_M']",2
1254,0.3666666666666666,"['EGI-EGI.Hosting.Service_M', 'Cloudflare-DNS_H']",2
1255,0.8,"['Baidu-ICMP_H', 'tcp/18920_H']",2
1256,0.3666666666666666,"['Cloudflare-Other_M', 'Tencent-Other_H']",2
1257,0.5,"['ColoCrossing-ColoCrossing.Hosting.Service_H', 'Adobe-NetBIOS.Session.Service_M']",2
1258,0.3666666666666666,"['Cloudflare-ICMP_L', 'Valve-Steam_H']",2
1259,0.3666666666666666,"['tcp/30192_H', '8443_M']",2
1260,0.4333333333333333,"['udp/25401_M', 'Performive-Performive.Cloud_M']",2
1261,0.3333333333333333,"['Dropbox-NetBIOS.Session.Service_L', 'GCore.Labs-CDN_H']",2
1262,0.9666666666666668,"['HTTP_H', 'tcp/8181_H']",2
1263,0.3333333333333333,"['udp/5228_M', 'udp/9803_M']",2
1264,0.3666666666666666,"['Xero-Web_M', 'Zoho-Web_M']",2
1265,1.0,"['udp/5001_H', 'LinkedIn-Web_H']",2
1266,0.4666666666666667,"['Microsoft-NetBIOS.Session.Service_H', 'tcp/5443_H']",2
1267,0.3666666666666666,"['udp/137_H', 'Bunny.net-CDN_M']",2
1268,0.4,"['Cloudflare-Web_H', 'Box-Web_H']",2
1269,0.9666666666666668,"['udp/8765_H', 'tcp/5223_H']",2
1270,0.4666666666666667,"['MEGA-MEGA.Cloud_H', 'Netflix-Web_H']",2
1271,0.5,"['Dropbox-Web_H', 'tcp/4460_H']",2
1272,0.3,"['Oracle-Oracle.Cloud_H', 'StackPath-CDN_L']",2
1273,0.4,"['udp/51896_H', 'Google-ICMP_H']",2
1274,0.3,"['udp/51400_L', 'LinkedIn-Web_H']",2
1275,0.8,"['Ingenuity-Ingenuity.Cloud.Service_M', 'udp/25401_M']",2
1276,0.6666666666666666,"['udp/8765_H', 'GCore.Labs-CDN_H']",2
1277,0.8666666666666667,"['udp/50084_H', 'Apple-APNs_H']",2
1278,0.3,"['tcp/1900_H', 'StackPath-CDN_L']",2
1279,0.3333333333333333,"['mail.ru-Web_M', 'Tencent-Web_H']",2
1280,0.3,"['tcp/8081_H', 'udp/58625_L']",2
1281,0.4666666666666667,"['Xero-Web_M', 'Apple-Inbound_Email_H']",2
1282,0.9,"['SpaceX-Starlink_M', 'tcp/5223_H']",2
1283,0.4666666666666667,"['Adobe-Adobe.Sign_H', 'Tencent-VooV.Meeting_H']",2
1284,0.4333333333333333,"['RSH_M', 'SMB_H']",2
1285,0.6,"['McAfee-Web_H', 'ColoCrossing-ColoCrossing.Hosting.Service_H']",2
1286,0.8333333333333334,"['ServiceNow-NetBIOS.Session.Service_M', 'tcp/853_H']",2
1287,0.6,"['Salesforce-NetBIOS.Session.Service_M', 'tcp/18920_H']",2
1288,0.9333333333333332,"['Microsoft-NetBIOS.Session.Service_H', 'udp/53698_H']",2
1289,0.3,"['DHCP_H', 'udp/8999_L']",2
1290,0.7333333333333333,"['tcp/43133_M', 'Sophos-Web_M']",2
1291,1.0,"['Apple-Inbound_Email_H', 'Avast-Avast.Security_H']",2
1292,0.9666666666666668,"['DHCP_H', 'Hosting-Bulletproof.Hosting_H']",2
1293,0.8333333333333334,"['SpaceX-Starlink_M', 'Yandex-Web_H']",2
1294,0.3666666666666666,"['Yahoo-Inbound_Email_H', 'Performive-Performive.Cloud_M']",2
1295,0.3666666666666666,"['8443_M', 'udp/53698_H']",2
1296,0.3333333333333333,"['Marketo-Web_M', 'Alibaba-Other_M']",2
1297,1.0,"['Baidu-Web_H', 'Microsoft-Microsoft.Update_H']",2
1298,0.4666666666666667,"['udp/62312_M', 'DNS-DoH_DoT_H']",2
1299,0.8666666666666667,"['tcp/34567_M', 'Yandex-Web_H']",2
1300,0.5333333333333333,"['Oracle-NetBIOS.Session.Service_H', 'Atlassian-Atlassian.Notification_M']",2
1301,0.3666666666666666,"['TRACEROUTE_M', 'Salesforce-Web_M']",2
1302,0.4666666666666667,"['Baidu-DNS_H', 'Atlassian-Atlassian.Notification_L']",2
1303,0.4,"['tcp/30192_H', 'Fortinet-NetBIOS.Session.Service_L']",2
1304,0.3333333333333333,"['Sony-PlayStation.Network_H', 'tcp/25565_L']",2
1305,0.3666666666666666,"['Akamai-CDN_H', '8443_M']",2
1306,0.8333333333333334,"['Meta-NetBIOS.Session.Service_M', 'NewRelic-Web_H']",2
1307,0.7,"['udp/5001_H', 'SAMBA_H']",2
1308,1.0,"['Valve-Steam_H', 'LinkedIn-Web_H']",2
1309,0.9666666666666668,"['tcp/8181_H', 'Hetzner-Hetzner.Hosting.Service_H']",2
1310,0.4,"['MMS_H', 'Yahoo-NTP_H']",2
1311,0.5,"['ServiceNow-NetBIOS.Session.Service_M', 'CacheFly-CDN_M']",2
1312,0.6,"['udp/50084_H', 'Adobe-NetBIOS.Session.Service_M']",2
1313,0.9,"['Tencent-NetBIOS.Session.Service_H', 'udp/25401_M']",2
1314,0.4333333333333333,"['Cloudflare-DNS_H', 'udp/80_M']",2
1315,0.9666666666666668,"['Alibaba-DingTalk_H', 'Hetzner-Hetzner.Hosting.Service_H']",2
1316,0.4333333333333333,"['Fortinet-FortiSASE_L', 'HTTP_H']",2
1317,0.4666666666666667,"['HTTPS_H', 'McAfee-NetBIOS.Session.Service_L']",2
1318,0.3666666666666666,"['udp/49001_L', 'udp/39670_H']",2
1319,0.9333333333333332,"['tcp/7680_H', 'tcp/83_H']",2
1320,0.5,"['Tencent-DNS_H', 'GoDaddy-Web_M']",2
1321,0.3,"['FTP_L', 'Apple-Inbound_Email_H']",2
1322,0.3,"['ByteDance-Lark_H', 'udp/51560_H']",2
1323,1.0,"['Apple-Web_H', 'Cloudflare-NTP_H']",2
1324,0.3333333333333333,"['CDN77-CDN_H', 'mail.ru-NetBIOS.Session.Service_M']",2
1325,1.0,"['Apple-Inbound_Email_H', 'Valve-Steam_H']",2
1326,0.3,"['tcp/12885_M', 'udp/51400_L']",2
1327,0.5333333333333333,"['DigiCert-OCSP_H', 'udp/64673_H']",2
1328,0.3,"['udp/50001_L', 'Dell-Web_M']",2
1329,0.7,"['Yandex-NetBIOS.Session.Service_M', 'udp/8993_M']",2
1330,0.3,"['tcp/6447_M', 'X-WINDOWS_M']",2
1331,0.9333333333333332,"['Citrix-Web_H', 'udp/53698_H']",2
1332,0.4333333333333333,"['MMS_H', 'Sectigo-Sectigo_H']",2
1333,0.3,"['udp/8999_L', 'Alibaba-Alibaba.Cloud_H']",2
1334,0.8,"['tcp/8081_H', 'Tencent-DNS_H']",2
1335,0.4333333333333333,"['RSH_L', 'ServiceNow-NetBIOS.Session.Service_M']",2
1336,0.4666666666666667,"['tcp/5228_H', 'Twitter-NetBIOS.Session.Service_L']",2
1337,0.9666666666666668,"['Apple-Other_H', 'NewRelic-Web_H']",2
1338,0.3333333333333333,"['udp/51560_H', 'Alibaba-Other_M']",2
1339,0.7666666666666667,"['SSH_M', 'udp/39670_H']",2
1340,0.5666666666666667,"['tcp/1688_H', 'DNS-Root.Name.Servers_H']",2
1341,0.3,"['Baidu-Web_H', 'tcp/48252_M']",2
1342,0.3333333333333333,"['NTP_H', 'Kaspersky-Other_M']",2
1343,1.0,"['DigiCert-OCSP_H', 'Meta-Whatsapp_H']",2
1344,0.4666666666666667,"['Nutanix-Nutanix.Cloud_M', 'Rackspace-CDN_H']",2
1345,0.9666666666666668,"['Apple-Web_H', 'Oracle-Oracle.Cloud_H']",2
1346,0.3,"['Edgio-CDN_M', 'Zoho-Web_H']",2
1347,0.4333333333333333,"['Xero-Web_M', 'SpaceX-Starlink_M']",2
1348,0.9333333333333332,"['Meta-Whatsapp_H', 'tcp/1900_H']",2
1349,1.0,"['Google-DNS_H', 'Cloudflare-NTP_H']",2
1350,0.4333333333333333,"['Zendesk-Zendesk.Suite_M', 'Microsoft-ICMP_H']",2
1351,0.4,"['ByteDance-Lark_H', 'udp/50003_L']",2
1352,0.6666666666666666,"['GCore.Labs-CDN_H', 'udp/443_H']",2
1353,0.9333333333333332,"['HTTP_H', 'tcp/34567_M']",2
1354,0.3,"['Apple-ICMP_M', 'Alibaba-DingTalk_H']",2
1355,0.3,"['Shopify-Shopify_H', 'Dropbox-Web_H']",2
1356,0.3,"['mail.ru-Web_L', 'tcp/8728_M']",2
1357,1.0,"['Apple-Web_H', 'Microsoft-Skype_Teams_H']",2
1358,0.4666666666666667,"['tcp/7680_H', 'Cisco-DNS_H']",2
1359,0.7,"['Zoho-Web_M', 'Apple-NTP_H']",2
1360,0.3,"['DCE-RPC_L', 'Dell-NetBIOS.Session.Service_M']",2
1361,1.0,"['tcp/8080_H', 'Tencent-Web_H']",2
1362,0.3666666666666666,"['tcp/1900_H', 'Zoom.us-Zoom.Meeting_M']",2
1363,0.3,"['udp/60020_L', 'HTTP_H']",2
1364,0.5,"['DHCP_H', 'Bitdefender-Web_M']",2
1365,0.3,"['udp/62312_M', 'udp/64673_H']",2
1366,0.8666666666666667,"['tcp/5228_H', 'Dell-NetBIOS.Session.Service_M']",2
1367,0.3,"['tcp/58899_M', 'Microsoft-Outlook_H']",2
1368,0.3333333333333333,"['RDP_M', 'LinkedIn-Web_H']",2
1369,0.3,"['Sectigo-Sectigo_M', 'Adobe-NetBIOS.Session.Service_M']",2
1370,0.3,"['MMS_H', 'tcp/6447_M']",2
1371,0.4,"['DNS-DoH_DoT_H', 'udp/6889_L']",2
1372,0.6,"['Hurricane.Electric-Hurricane.Electric.Internet.Services_M', 'Apple-APNs_H']",2
1373,0.7,"['Pinterest-Web_H', 'Microsoft-NetBIOS.Session.Service_H']",2
1374,0.9666666666666668,"['Google-DNS_H', 'NewRelic-Web_H']",2
1375,0.5333333333333333,"['Microsoft-Azure_M', 'Microsoft-Microsoft.Update_H']",2
1376,0.4666666666666667,"['tcp/1900_H', 'Tencent-VooV.Meeting_H']",2
1377,0.5666666666666667,"['tcp/8886_H', 'tcp/5555_L']",2
1378,0.3,"['GCore.Labs-CDN_M', 'tcp/8080_H']",2
1379,0.7666666666666667,"['TELNET_M', 'Citrix-Web_H']",2
1380,0.3,"['mail.ru-Web_L', 'NewRelic-Web_H']",2
1381,0.8333333333333334,"['Adobe-Adobe.Sign_H', 'tcp/83_H']",2
1382,0.4,"['Bunny.net-CDN_M', 'PING_H']",2
1383,0.8333333333333334,"['tcp/8181_H', 'Naver-Line_H']",2
1384,1.0,"['Tencent-NetBIOS.Session.Service_H', 'BuiltIn-Meta-Whatsapp_H']",2
1385,0.3666666666666666,"['Hurricane.Electric-Hurricane.Electric.Internet.Services_H', 'udp/6002_H']",2
1386,0.4333333333333333,"['Adobe-Web_H', 'OVHcloud-OVH.Telecom_M']",2
1387,0.3,"['udp/58625_L', 'DNS-Root.Name.Servers_H']",2
1388,1.0,"['Alibaba-Alibaba.Cloud_H', 'NIST-ITS_H']",2
1389,0.8,"['DNS-DoH_DoT_H', 'EGI-EGI.Hosting.Service_M']",2
1390,0.5666666666666667,"['Adobe-Adobe.Experience.Cloud_H', 'udp/80_M']",2
1391,0.4,"['tcp/21909_M', 'Salesforce-NetBIOS.Session.Service_M']",2
1392,0.5333333333333333,"['Apple-Web_H', 'udp/64673_H']",2
1393,0.3,"['IPFS-IPFS.Gateway_H', 'Apple-APNs_H']",2
1394,0.9666666666666668,"['GlobalSign-OCSP_H', 'DigitalOcean-DigitalOcean.Platform_H']",2
1395,0.7666666666666667,"['Baidu-ICMP_H', 'SSH_M']",2
1396,0.9,"['IKE_H', 'udp/138_M']",2
1397,0.7333333333333333,"['Edgio-CDN_M', 'EGI-EGI.Hosting.Service_M']",2
1398,0.3333333333333333,"['Zoho-NetBIOS.Session.Service_L', 'CacheFly-CDN_M']",2
1399,0.6666666666666666,"['HTTP_H', 'udp/9803_M']",2
1400,0.4,"['Hurricane.Electric-Hurricane.Electric.Internet.Services_H', 'Valve-Steam_H']",2
1401,0.3666666666666666,"['KERBEROS_L', 'Dropbox-Web_H']",2
1402,0.6666666666666666,"['Zoho-Web_M', 'tcp/5000_H']",2
1403,0.3,"['HP-Web_H', 'Sectigo-Sectigo_H']",2
1404,0.3666666666666666,"['Edgio-CDN_M', 'MS-SQL_L']",2
1405,0.8,"['Akamai-Linode.Cloud_H', 'tcp/18920_H']",2
1406,0.5666666666666667,"['Rackspace-CDN_H', 'udp/80_M']",2
1407,0.3666666666666666,"['Yahoo-NTP_H', 'SSH_M']",2
1408,0.9666666666666668,"['Apple-Other_H', 'Akamai-CDN_H']",2
1409,0.5,"['Microsoft-Outlook_H', 'Tencent-VooV.Meeting_H']",2
1410,0.3,"['udp/6881_H', 'ADP-NetBIOS.Session.Service_L']",2
1411,0.4,"['udp/6889_L', 'INAP-INAP_H']",2
1412,0.4,"['udp/137_H', 'udp/51413_M']",2
1413,0.9333333333333332,"['Alibaba-DingTalk_H', 'Rackspace-CDN_H']",2
1414,0.5,"['tcp/8888_H', 'Apple-ICMP_H']",2
1415,0.4,"['udp/6881_M', 'tcp/1_H']",2
1416,1.0,"['tcp/8888_H', 'Apple-NTP_H']",2
1417,0.9333333333333332,"['Meta-Whatsapp_H', 'SpaceX-Starlink_M']",2
1418,0.9,"['Oracle-Oracle.Cloud_H', 'udp/53698_H']",2
1419,0.3333333333333333,"['tcp/9876_H', 'udp/53698_H']",2
1420,0.3,"['AnyDesk-AnyDesk_H', 'GCore.Labs-CDN_M']",2
1421,0.3,"['tcp/83_H', 'tcp/47328_L']",2
